,Tag,Name,Keyword,VR,VM,Unnamed: 5
336,"(0014,0104)",Secondary Reviewer Name,SecondaryReviewerName,PN,1,DICONDE
337,"(0014,0105)",Repair ID,RepairID,ST,1,DICONDE
338,"(0014,0106)",Multiple Component Approval Sequence,MultipleComponentApprovalSequence,SQ,1,DICONDE
339,"(0014,0107)",Other Approval Status,OtherApprovalStatus,CS,1-n,DICONDE
340,"(0014,0108)",Other Secondary Approval Status,OtherSecondaryApprovalStatus,CS,1-n,DICONDE
341,"(0014,1010)",Actual Environmental Conditions,ActualEnvironmentalConditions,ST,1,DICONDE
342,"(0014,1020)",Expiry Date,ExpiryDate,DA,1,DICONDE
343,"(0014,1040)",Environmental Conditions,EnvironmentalConditions,ST,1,DICONDE
344,"(0014,2002)",Evaluator Sequence,EvaluatorSequence,SQ,1,DICONDE
345,"(0014,2004)",Evaluator Number,EvaluatorNumber,IS,1,DICONDE
346,"(0014,2006)",Evaluator Name,EvaluatorName,PN,1,DICONDE
347,"(0014,2008)",Evaluation Attempt,EvaluationAttempt,IS,1,DICONDE
348,"(0014,2012)",Indication Sequence,IndicationSequence,SQ,1,DICONDE
349,"(0014,2014)",Indication Number,IndicationNumber,IS,1,DICONDE
350,"(0014,2016)",Indication Label,IndicationLabel,SH,1,DICONDE
351,"(0014,2018)",Indication Description,IndicationDescription,ST,1,DICONDE
352,"(0014,201A)",Indication Type,IndicationType,CS,1-n,DICONDE
353,"(0014,201C)",Indication Disposition,IndicationDisposition,CS,1,DICONDE
354,"(0014,201E)",Indication ROI Sequence,IndicationROISequence,SQ,1,DICONDE
355,"(0014,2030)",Indication Physical Property Sequence,IndicationPhysicalPropertySequence,SQ,1,DICONDE
356,"(0014,2032)",Property Label,PropertyLabel,SH,1,DICONDE
357,"(0014,2202)",Coordinate System Number of Axes,CoordinateSystemNumberOfAxes,IS,1,DICONDE
358,"(0014,2204)",Coordinate System Axes Sequence,CoordinateSystemAxesSequence,SQ,1,DICONDE
359,"(0014,2206)",Coordinate System Axis Description,CoordinateSystemAxisDescription,ST,1,DICONDE
360,"(0014,2208)",Coordinate System Data Set Mapping,CoordinateSystemDataSetMapping,CS,1,DICONDE
361,"(0014,220A)",Coordinate System Axis Number,CoordinateSystemAxisNumber,IS,1,DICONDE
362,"(0014,220C)",Coordinate System Axis Type,CoordinateSystemAxisType,CS,1,DICONDE
363,"(0014,220E)",Coordinate System Axis Units,CoordinateSystemAxisUnits,CS,1,DICONDE
364,"(0014,2210)",Coordinate System Axis Values,CoordinateSystemAxisValues,OB,1,DICONDE
365,"(0014,2220)",Coordinate System Transform Sequence,CoordinateSystemTransformSequence,SQ,1,DICONDE
366,"(0014,2222)",Transform Description,TransformDescription,ST,1,DICONDE
367,"(0014,2224)",Transform Number of Axes,TransformNumberOfAxes,IS,1,DICONDE
368,"(0014,2226)",Transform Order of Axes,TransformOrderOfAxes,IS,1-n,DICONDE
369,"(0014,2228)",Transformed Axis Units,TransformedAxisUnits,CS,1,DICONDE
370,"(0014,222A)",Coordinate System Transform Rotation and Scale Matrix,CoordinateSystemTransformRotationAndScaleMatrix,DS,1-n,DICONDE
371,"(0014,222C)",Coordinate System Transform Translation Matrix,CoordinateSystemTransformTranslationMatrix,DS,1-n,DICONDE
372,"(0014,3011)",Internal Detector Frame Time,InternalDetectorFrameTime,DS,1,DICONDE
373,"(0014,3012)",Number of Frames Integrated,NumberOfFramesIntegrated,DS,1,DICONDE
374,"(0014,3020)",Detector Temperature Sequence,DetectorTemperatureSequence,SQ,1,DICONDE
375,"(0014,3022)",Sensor Name,SensorName,ST,1,DICONDE
376,"(0014,3024)",Horizontal Offset of Sensor,HorizontalOffsetOfSensor,DS,1,DICONDE
377,"(0014,3026)",Vertical Offset of Sensor,VerticalOffsetOfSensor,DS,1,DICONDE
378,"(0014,3028)",Sensor Temperature,SensorTemperature,DS,1,DICONDE
379,"(0014,3040)",Dark Current Sequence,DarkCurrentSequence,SQ,1,DICONDE
380,"(0014,3050)",Dark Current Counts,DarkCurrentCounts,OB or OW,1,DICONDE
381,"(0014,3060)",Gain Correction Reference Sequence,GainCorrectionReferenceSequence,SQ,1,DICONDE
382,"(0014,3070)",Air Counts,AirCounts,OB or OW,1,DICONDE
383,"(0014,3071)",KV Used in Gain Calibration,KVUsedInGainCalibration,DS,1,DICONDE
384,"(0014,3072)",MA Used in Gain Calibration,MAUsedInGainCalibration,DS,1,DICONDE
385,"(0014,3073)",Number of Frames Used for Integration,NumberOfFramesUsedForIntegration,DS,1,DICONDE
386,"(0014,3074)",Filter Material Used in Gain Calibration,FilterMaterialUsedInGainCalibration,LO,1,DICONDE
387,"(0014,3075)",Filter Thickness Used in Gain Calibration,FilterThicknessUsedInGainCalibration,DS,1,DICONDE
388,"(0014,3076)",Date of Gain Calibration,DateOfGainCalibration,DA,1,DICONDE
389,"(0014,3077)",Time of Gain Calibration,TimeOfGainCalibration,TM,1,DICONDE
390,"(0014,3080)",Bad Pixel Image,BadPixelImage,OB,1,DICONDE
391,"(0014,3099)",Calibration Notes,CalibrationNotes,LT,1,DICONDE
392,"(0014,4002)",Pulser Equipment Sequence,PulserEquipmentSequence,SQ,1,DICONDE
393,"(0014,4004)",Pulser Type,PulserType,CS,1,DICONDE
394,"(0014,4006)",Pulser Notes,PulserNotes,LT,1,DICONDE
395,"(0014,4008)",Receiver Equipment Sequence,ReceiverEquipmentSequence,SQ,1,DICONDE
396,"(0014,400A)",Amplifier Type,AmplifierType,CS,1,DICONDE
397,"(0014,400C)",Receiver Notes,ReceiverNotes,LT,1,DICONDE
398,"(0014,400E)",Pre-Amplifier Equipment Sequence,PreAmplifierEquipmentSequence,SQ,1,DICONDE
399,"(0014,400F)",Pre-Amplifier Notes,PreAmplifierNotes,LT,1,DICONDE
400,"(0014,4010)",Transmit Transducer Sequence,TransmitTransducerSequence,SQ,1,DICONDE
401,"(0014,4011)",Receive Transducer Sequence,ReceiveTransducerSequence,SQ,1,DICONDE
402,"(0014,4012)",Number of Elements,NumberOfElements,US,1,DICONDE
403,"(0014,4013)",Element Shape,ElementShape,CS,1,DICONDE
404,"(0014,4014)",Element Dimension A,ElementDimensionA,DS,1,DICONDE
405,"(0014,4015)",Element Dimension B,ElementDimensionB,DS,1,DICONDE
406,"(0014,4016)",Element Pitch A,ElementPitchA,DS,1,DICONDE
407,"(0014,4017)",Measured Beam Dimension A,MeasuredBeamDimensionA,DS,1,DICONDE
408,"(0014,4018)",Measured Beam Dimension B,MeasuredBeamDimensionB,DS,1,DICONDE
409,"(0014,4019)",Location of Measured Beam Diameter,LocationOfMeasuredBeamDiameter,DS,1,DICONDE
410,"(0014,401A)",Nominal Frequency,NominalFrequency,DS,1,DICONDE
411,"(0014,401B)",Measured Center Frequency,MeasuredCenterFrequency,DS,1,DICONDE
412,"(0014,401C)",Measured Bandwidth,MeasuredBandwidth,DS,1,DICONDE
413,"(0014,401D)",Element Pitch B,ElementPitchB,DS,1,DICONDE
414,"(0014,4020)",Pulser Settings Sequence,PulserSettingsSequence,SQ,1,DICONDE
415,"(0014,4022)",Pulse Width,PulseWidth,DS,1,DICONDE
416,"(0014,4024)",Excitation Frequency,ExcitationFrequency,DS,1,DICONDE
417,"(0014,4026)",Modulation Type,ModulationType,CS,1,DICONDE
418,"(0014,4028)",Damping,Damping,DS,1,DICONDE
419,"(0014,4030)",Receiver Settings Sequence,ReceiverSettingsSequence,SQ,1,DICONDE
420,"(0014,4031)",Acquired Soundpath Length,AcquiredSoundpathLength,DS,1,DICONDE
421,"(0014,4032)",Acquisition Compression Type,AcquisitionCompressionType,CS,1,DICONDE
422,"(0014,4033)",Acquisition Sample Size,AcquisitionSampleSize,IS,1,DICONDE
423,"(0014,4034)",Rectifier Smoothing,RectifierSmoothing,DS,1,DICONDE
424,"(0014,4035)",DAC Sequence,DACSequence,SQ,1,DICONDE
425,"(0014,4036)",DAC Type,DACType,CS,1,DICONDE
426,"(0014,4038)",DAC Gain Points,DACGainPoints,DS,1-n,DICONDE
427,"(0014,403A)",DAC Time Points,DACTimePoints,DS,1-n,DICONDE
428,"(0014,403C)",DAC Amplitude,DACAmplitude,DS,1-n,DICONDE
429,"(0014,4040)",Pre-Amplifier Settings Sequence,PreAmplifierSettingsSequence,SQ,1,DICONDE
430,"(0014,4050)",Transmit Transducer Settings Sequence,TransmitTransducerSettingsSequence,SQ,1,DICONDE
431,"(0014,4051)",Receive Transducer Settings Sequence,ReceiveTransducerSettingsSequence,SQ,1,DICONDE
432,"(0014,4052)",Incident Angle,IncidentAngle,DS,1,DICONDE
433,"(0014,4054)",Coupling Technique,CouplingTechnique,ST,1,DICONDE
434,"(0014,4056)",Coupling Medium,CouplingMedium,ST,1,DICONDE
435,"(0014,4057)",Coupling Velocity,CouplingVelocity,DS,1,DICONDE
436,"(0014,4058)",Probe Center Location X,ProbeCenterLocationX,DS,1,DICONDE
437,"(0014,4059)",Probe Center Location Z,ProbeCenterLocationZ,DS,1,DICONDE
438,"(0014,405A)",Sound Path Length,SoundPathLength,DS,1,DICONDE
439,"(0014,405C)",Delay Law Identifier,DelayLawIdentifier,ST,1,DICONDE
440,"(0014,4060)",Gate Settings Sequence,GateSettingsSequence,SQ,1,DICONDE
441,"(0014,4062)",Gate Threshold,GateThreshold,DS,1,DICONDE
442,"(0014,4064)",Velocity of Sound,VelocityOfSound,DS,1,DICONDE
443,"(0014,4070)",Calibration Settings Sequence,CalibrationSettingsSequence,SQ,1,DICONDE
444,"(0014,4072)",Calibration Procedure,CalibrationProcedure,ST,1,DICONDE
445,"(0014,4074)",Procedure Version,ProcedureVersion,SH,1,DICONDE
446,"(0014,4076)",Procedure Creation Date,ProcedureCreationDate,DA,1,DICONDE
447,"(0014,4078)",Procedure Expiration Date,ProcedureExpirationDate,DA,1,DICONDE
448,"(0014,407A)",Procedure Last Modified Date,ProcedureLastModifiedDate,DA,1,DICONDE
449,"(0014,407C)",Calibration Time,CalibrationTime,TM,1-n,DICONDE
450,"(0014,407E)",Calibration Date,CalibrationDate,DA,1-n,DICONDE
451,"(0014,4080)",Probe Drive Equipment Sequence,ProbeDriveEquipmentSequence,SQ,1,DICONDE
452,"(0014,4081)",Drive Type,DriveType,CS,1,DICONDE
453,"(0014,4082)",Probe Drive Notes,ProbeDriveNotes,LT,1,DICONDE
454,"(0014,4083)",Drive Probe Sequence,DriveProbeSequence,SQ,1,DICONDE
455,"(0014,4084)",Probe Inductance,ProbeInductance,DS,1,DICONDE
456,"(0014,4085)",Probe Resistance,ProbeResistance,DS,1,DICONDE
457,"(0014,4086)",Receive Probe Sequence,ReceiveProbeSequence,SQ,1,DICONDE
458,"(0014,4087)",Probe Drive Settings Sequence,ProbeDriveSettingsSequence,SQ,1,DICONDE
459,"(0014,4088)",Bridge Resistors,BridgeResistors,DS,1,DICONDE
460,"(0014,4089)",Probe Orientation Angle,ProbeOrientationAngle,DS,1,DICONDE
461,"(0014,408B)",User Selected Gain Y,UserSelectedGainY,DS,1,DICONDE
462,"(0014,408C)",User Selected Phase,UserSelectedPhase,DS,1,DICONDE
463,"(0014,408D)",User Selected Offset X,UserSelectedOffsetX,DS,1,DICONDE
464,"(0014,408E)",User Selected Offset Y,UserSelectedOffsetY,DS,1,DICONDE
465,"(0014,4091)",Channel Settings Sequence,ChannelSettingsSequence,SQ,1,DICONDE
466,"(0014,4092)",Channel Threshold,ChannelThreshold,DS,1,DICONDE
467,"(0014,409A)",Scanner Settings Sequence,ScannerSettingsSequence,SQ,1,DICONDE
468,"(0014,409B)",Scan Procedure,ScanProcedure,ST,1,DICONDE
469,"(0014,409C)",Translation Rate X,TranslationRateX,DS,1,DICONDE
470,"(0014,409D)",Translation Rate Y,TranslationRateY,DS,1,DICONDE
471,"(0014,409F)",Channel Overlap,ChannelOverlap,DS,1,DICONDE
472,"(0014,40A0)",Image Quality Indicator Type,ImageQualityIndicatorType,LO,1,DICONDE
473,"(0014,40A1)",Image Quality Indicator Material,ImageQualityIndicatorMaterial,LO,1,DICONDE
474,"(0014,40A2)",Image Quality Indicator Size,ImageQualityIndicatorSize,LO,1,DICONDE
475,"(0014,5002)",LINAC Energy,LINACEnergy,IS,1,DICONDE
476,"(0014,5004)",LINAC Output,LINACOutput,IS,1,DICONDE
477,"(0014,5100)",Active Aperture,ActiveAperture,US,1,DICONDE
478,"(0014,5101)",Total Aperture,TotalAperture,DS,1,DICONDE
479,"(0014,5102)",Aperture Elevation,ApertureElevation,DS,1,DICONDE
480,"(0014,5103)",Main Lobe Angle,MainLobeAngle,DS,1,DICONDE
481,"(0014,5104)",Main Roof Angle,MainRoofAngle,DS,1,DICONDE
482,"(0014,5105)",Connector Type,ConnectorType,CS,1,DICONDE
483,"(0014,5106)",Wedge Model Number,WedgeModelNumber,SH,1,DICONDE
484,"(0014,5107)",Wedge Angle Float,WedgeAngleFloat,DS,1,DICONDE
485,"(0014,5108)",Wedge Roof Angle,WedgeRoofAngle,DS,1,DICONDE
486,"(0014,5109)",Wedge Element 1 Position,WedgeElement1Position,CS,1,DICONDE
487,"(0014,510A)",Wedge Material Velocity,WedgeMaterialVelocity,DS,1,DICONDE
488,"(0014,510B)",Wedge Material,WedgeMaterial,SH,1,DICONDE
489,"(0014,510C)",Wedge Offset Z,WedgeOffsetZ,DS,1,DICONDE
490,"(0014,510D)",Wedge Origin Offset X,WedgeOriginOffsetX,DS,1,DICONDE
491,"(0014,510E)",Wedge Time Delay,WedgeTimeDelay,DS,1,DICONDE
492,"(0014,510F)",Wedge Name,WedgeName,SH,1,DICONDE
493,"(0014,5110)",Wedge Manufacturer Name,WedgeManufacturerName,SH,1,DICONDE
494,"(0014,5111)",Wedge Description,WedgeDescription,LO,1,DICONDE
495,"(0014,5112)",Nominal Beam Angle,NominalBeamAngle,DS,1,DICONDE
496,"(0014,5113)",Wedge Offset X,WedgeOffsetX,DS,1,DICONDE
497,"(0014,5114)",Wedge Offset Y,WedgeOffsetY,DS,1,DICONDE
498,"(0014,5115)",Wedge Total Length,WedgeTotalLength,DS,1,DICONDE
499,"(0014,5116)",Wedge In Contact Length,WedgeInContactLength,DS,1,DICONDE
500,"(0014,5117)",Wedge Front Gap,WedgeFrontGap,DS,1,DICONDE
501,"(0014,5118)",Wedge Total Height,WedgeTotalHeight,DS,1,DICONDE
502,"(0014,5119)",Wedge Front Height,WedgeFrontHeight,DS,1,DICONDE
503,"(0014,511A)",Wedge Rear Height,WedgeRearHeight,DS,1,DICONDE
504,"(0014,511B)",Wedge Total Width,WedgeTotalWidth,DS,1,DICONDE
505,"(0014,511C)",Wedge In Contact Width,WedgeInContactWidth,DS,1,DICONDE
506,"(0014,511D)",Wedge Chamfer Height,WedgeChamferHeight,DS,1,DICONDE
507,"(0014,511E)",Wedge Curve,WedgeCurve,CS,1,DICONDE
508,"(0014,511F)",Radius Along the Wedge,RadiusAlongWedge,DS,1,DICONDE
509,"(0016,0001)",White Point,WhitePoint,DS,1,
510,"(0016,0002)",Primary Chromaticities,PrimaryChromaticities,DS,3,
511,"(0016,0003)",Battery Level,BatteryLevel,UT,1,
512,"(0016,0004)",Exposure Time in Seconds,ExposureTimeInSeconds,DS,1,
513,"(0016,0005)",F-Number,FNumber,DS,1,
514,"(0016,0006)",OECF Rows,OECFRows,IS,1,
515,"(0016,0007)",OECF Columns,OECFColumns,IS,1,
516,"(0016,0008)",OECF Column Names,OECFColumnNames,UC,1-n,
517,"(0016,0009)",OECF Values,OECFValues,DS,1-n,
518,"(0016,000A)",Spatial Frequency Response Rows,SpatialFrequencyResponseRows,IS,1,
519,"(0016,000B)",Spatial Frequency Response Columns,SpatialFrequencyResponseColumns,IS,1,
520,"(0016,000C)",Spatial Frequency Response Column Names,SpatialFrequencyResponseColumnNames,UC,1-n,
521,"(0016,000D)",Spatial Frequency Response Values,SpatialFrequencyResponseValues,DS,1-n,
522,"(0016,000E)",Color Filter Array Pattern Rows,ColorFilterArrayPatternRows,IS,1,
523,"(0016,000F)",Color Filter Array Pattern Columns,ColorFilterArrayPatternColumns,IS,1,
524,"(0016,0010)",Color Filter Array Pattern Values,ColorFilterArrayPatternValues,DS,1-n,
525,"(0016,0011)",Flash Firing Status,FlashFiringStatus,US,1,
526,"(0016,0012)",Flash Return Status,FlashReturnStatus,US,1,
527,"(0016,0013)",Flash Mode,FlashMode,US,1,
528,"(0016,0014)",Flash Function Present,FlashFunctionPresent,US,1,
529,"(0016,0015)",Flash Red Eye Mode,FlashRedEyeMode,US,1,
530,"(0016,0016)",Exposure Program,ExposureProgram,US,1,
531,"(0016,0017)",Spectral Sensitivity,SpectralSensitivity,UT,1,
532,"(0016,0018)",Photographic Sensitivity,PhotographicSensitivity,IS,1,
533,"(0016,0019)",Self Timer Mode,SelfTimerMode,IS,1,
534,"(0016,001A)",Sensitivity Type,SensitivityType,US,1,
535,"(0016,001B)",Standard Output Sensitivity,StandardOutputSensitivity,IS,1,
536,"(0016,001C)",Recommended Exposure Index,RecommendedExposureIndex,IS,1,
537,"(0016,001D)",ISO Speed​,ISOSpeed,IS,1,
538,"(0016,001E)",ISO Speed​​ Latitude yyy,ISOSpeedLatitudeyyy,IS,1,
539,"(0016,001F)",ISO Speed​​ Latitude zzz,ISOSpeedLatitudezzz,IS,1,
540,"(0016,0020)",EXIF Version,EXIFVersion,UT,1,
541,"(0016,0021)",Shutter Speed Value,ShutterSpeedValue,DS,1,
542,"(0016,0022)",Aperture Value,ApertureValue,DS,1,
543,"(0016,0023)",Brightness Value,BrightnessValue,DS,1,
544,"(0016,0024)",Exposure Bias Value,ExposureBiasValue,DS,1,
545,"(0016,0025)",Max Aperture Value,MaxApertureValue,DS,1,
546,"(0016,0026)",Subject Distance,SubjectDistance,DS,1,
547,"(0016,0027)",Metering Mode,MeteringMode,US,1,
548,"(0016,0028)",Light Source,LightSource,US,1,
549,"(0016,0029)",Focal Length,FocalLength,DS,1,
550,"(0016,002A)",Subject Area,SubjectArea,IS,2-4,
551,"(0016,002B)",Maker Note,MakerNote,OB,1,
552,"(0016,0030)",Temperature,Temperature,DS,1,
553,"(0016,0031)",Humidity,Humidity,DS,1,
554,"(0016,0032)",Pressure,Pressure,DS,1,
555,"(0016,0033)",Water Depth,WaterDepth,DS,1,
556,"(0016,0034)",Acceleration,Acceleration,DS,1,
557,"(0016,0035)",Camera Elevation Angle,CameraElevationAngle,DS,1,
558,"(0016,0036)",Flash Energy,FlashEnergy,DS,1-2,
559,"(0016,0037)",Subject Location,SubjectLocation,IS,2,
560,"(0016,0038)",Photographic Exposure Index,PhotographicExposureIndex,DS,1,
561,"(0016,0039)",Sensing Method,SensingMethod,US,1,
562,"(0016,003A)",File Source,FileSource,US,1,
563,"(0016,003B)",Scene Type,SceneType,US,1,
564,"(0016,0041)",Custom Rendered,CustomRendered,US,1,
565,"(0016,0042)",Exposure Mode,ExposureMode,US,1,
566,"(0016,0043)",White Balance,WhiteBalance,US,1,
567,"(0016,0044)",Digital Zoom Ratio,DigitalZoomRatio,DS,1,
568,"(0016,0045)",Focal Length In 35mm​ Film,FocalLengthIn35mmFilm,IS,1,
569,"(0016,0046)",Scene Capture Type,SceneCaptureType,US,1,
570,"(0016,0047)",Gain Control,GainControl,US,1,
571,"(0016,0048)",Contrast,Contrast,US,1,
572,"(0016,0049)",Saturation,Saturation,US,1,
573,"(0016,004A)",Sharpness,Sharpness,US,1,
574,"(0016,004B)",Device Setting Description,DeviceSettingDescription,OB,1,
575,"(0016,004C)",Subject Distance Range,SubjectDistanceRange,US,1,
576,"(0016,004D)",Camera Owner Name,CameraOwnerName,UT,1,
577,"(0016,004E)",Lens Specification,LensSpecification,DS,4,
578,"(0016,004F)",Lens Make,LensMake,UT,1,
579,"(0016,0050)",Lens Model,LensModel,UT,1,
580,"(0016,0051)",Lens Serial Number,LensSerialNumber,UT,1,
581,"(0016,0061)",Interoperability Index,InteroperabilityIndex,CS,1,
582,"(0016,0062)",Interoperability Version,InteroperabilityVersion,OB,1,
583,"(0016,0070)",GPS Version ID,GPSVersionID,OB,1,
584,"(0016,0071)",GPS Latitude​ Ref,GPSLatitudeRef,CS,1,
585,"(0016,0072)",GPS Latitude​,GPSLatitude,DS,3,
586,"(0016,0073)",GPS Longitude Ref,GPSLongitudeRef,CS,1,
587,"(0016,0074)",GPS Longitude,GPSLongitude,DS,3,
588,"(0016,0075)",GPS Altitude​ Ref,GPSAltitudeRef,US,1,
589,"(0016,0076)",GPS Altitude​,GPSAltitude,DS,1,
590,"(0016,0077)",GPS Time​ Stamp,GPSTimeStamp,DT,1,
591,"(0016,0078)",GPS Satellites,GPSSatellites,UT,1,
592,"(0016,0079)",GPS Status,GPSStatus,CS,1,
593,"(0016,007A)",GPS Measure ​Mode,GPSMeasureMode,CS,1,
594,"(0016,007B)",GPS DOP,GPSDOP,DS,1,
595,"(0016,007C)",GPS Speed​ Ref,GPSSpeedRef,CS,1,
596,"(0016,007D)",GPS Speed​,GPSSpeed,DS,1,
597,"(0016,007E)",GPS Track ​Ref,GPSTrackRef,CS,1,
598,"(0016,007F)",GPS Track,GPSTrack,DS,1,
599,"(0016,0080)",GPS Img​ Direction Ref,GPSImgDirectionRef,CS,1,
600,"(0016,0081)",GPS Img​ Direction,GPSImgDirection,DS,1,
601,"(0016,0082)",GPS Map​ Datum,GPSMapDatum,UT,1,
602,"(0016,0083)",GPS Dest ​Latitude Ref,GPSDestLatitudeRef,CS,1,
603,"(0016,0084)",GPS Dest​ Latitude,GPSDestLatitude,DS,3,
604,"(0016,0085)",GPS Dest​ Longitude Ref,GPSDestLongitudeRef,CS,1,
605,"(0016,0086)",GPS Dest ​Longitude,GPSDestLongitude,DS,3,
606,"(0016,0087)",GPS Dest ​Bearing Ref,GPSDestBearingRef,CS,1,
607,"(0016,0088)",GPS Dest ​Bearing,GPSDestBearing,DS,1,
608,"(0016,0089)",GPS Dest ​Distance Ref,GPSDestDistanceRef,CS,1,
609,"(0016,008A)",GPS Dest​ Distance,GPSDestDistance,DS,1,
610,"(0016,008B)",GPS Processing​ Method,GPSProcessingMethod,OB,1,
611,"(0016,008C)",GPS Area ​Information,GPSAreaInformation,OB,1,
612,"(0016,008D)",GPS Date​ Stamp,GPSDateStamp,DT,1,
613,"(0016,008E)",GPS Differential,GPSDifferential,IS,1,
614,"(0016,1001)",Light Source Polarization,LightSourcePolarization,CS,1,
615,"(0016,1002)",Emitter Color Temperature,EmitterColorTemperature,DS,1,
616,"(0016,1003)",Contact Method,ContactMethod,CS,1,
617,"(0016,1004)",Immersion Media,ImmersionMedia,CS,1-n,
618,"(0016,1005)",Optical Magnification Factor,OpticalMagnificationFactor,DS,1,
619,"(0018,0010)",Contrast/Bolus Agent,ContrastBolusAgent,LO,1,
620,"(0018,0012)",Contrast/Bolus Agent Sequence,ContrastBolusAgentSequence,SQ,1,
621,"(0018,0013)",Contrast/Bolus T1 Relaxivity,ContrastBolusT1Relaxivity,FL,1,
622,"(0018,0014)",Contrast/Bolus Administration Route Sequence,ContrastBolusAdministrationRouteSequence,SQ,1,
